datetime,date,unknown_1,unknown_2,4-8_GHz_start,unknown_24,unknown_45,unknown_46,unknown_47,unknown_25,unknown_26,unknown_27,unknown_5,unknown_9,unknown_13,unknown_17,unknown_28,unknown_29,unknown_30,unknown_31,unknown_32,unknown_33,unknown_34,unknown_35,unknown_36,unknown_37,unknown_38,unknown_39,unknown_40,unknown_41,unknown_42,unknown_43,unknown_3,unknown_4,unknown_6,unknown_7,unknown_10,unknown_11,unknown_12,unknown_14,unknown_15,unknown_16,unknown_18,unknown_19,unknown_20,unknown_21,unknown_22,unknown_8,duty_officer,4-8_GHz_start_min
2025-03-31 00:00:00,2025-03-31,0,пасмурно,00 15,09 30,,,,,00 15,10 00,3,11,12,11,,00 00,09 30,,00 12,09 30,,00 15,09 30,,00 20,09 30,,00 25,09 30,,3,пасмурно,пасмурно,4,пасмурно,11,"сол,обл",пасмурно,12,"сол,обл","сол,обл",10,"сол,обл",,,пасмурно,,15.0
2025-04-01 00:00:00,2025-04-01,-2,солнце,00 00,09 30,,,,,00 00,10 00,6,10,12,12,,00 00,10 00,,00 00,09 30,,00 00,09 30,,00 05,09 30,,00 10,09 30,,3,пасмурно,пасмурно,8,пасмурно,13,"сол,обл","солн,обл",12,пасмурно,"солн,обл",12,"сол,обл",,,пасмурно,,0.0
2025-04-02 00:00:00,2025-04-02,-2,солнце,00 00,09 30,,,,,00 00,10 00,11,12,15,15,,00 00,10 00,,00 00,09 30,,00 00,09 30,,00 05,09 30,,00 10,09 30,,5,солнце,"сол,обл",12,"сол,обл",14,солнце,солнце,15,солнце,"сол,обл",15,пасмурно,,,"сол,обл",,0.0
2025-04-03 00:00:00,2025-04-03,2,облачно,00 00,09 30,,,,"6:33,7:46 отключение электричества",00 00,10 00,5,6,9,7,,00 00,10 00,"6:33,7:46 отключение электричества",00 00,09 30,"6:33,7:46 отключение электричества",00 00,09 30,6:33;7:46 отключение электричества,00 05,09 30,6:33;7:46 отключение электричества,00 10,09 30,"6:33,7:46 отключение электричества",3,облачно,облачно,5,облачно,7,облачно,облачно,9,"сол,обл","сол,обл",9,"сол, обл",,,облачно,,0.0
2025-04-04 00:00:00,2025-04-04,-6,облачно,00 00,09 30,,,,,00 15,10 00,5,7,11,11,перезапуск машины,00 00,10 00,,00 02,09 30,с 8:45до 8:56 нет- connect; перезаапуск,00 00,09 30,,00 05,09 30,,00 10,09 30,,0,пасмурно,пасмурно,7,пасмурно,10,пасмурно,пасмурно,11,пасмурно,"сол,обл",11,"солн,обл",,,памсурно,,0.0
2025-04-05 00:00:00,2025-04-05,-2,пасмурно,00 00,09 30,,,,,00 00,10 00,9,,16,20,ночью откл эл/эн,00 00,10 00,ночью откл эл/эн,00 02,09 30,,00 00,09 30,,00 05,09 30,,00 10,09 30,,5,пасмурно,"сол,обл",14,"сол,обл",15,"сол,обл",пасмурно,18,"сол,обл","сол,обл",18,"сол,обл",,,"сол,обл",,0.0
2025-04-06 00:00:00,2025-04-06,-7,солнце,00 00,09 30,,,,без изм;,00 10,10 00,10,12,13,12,,00 00,10 00,,00 41,09 30,"ошибка некорректного вкл питания, ночью откл эл/ва",00 00,09 30,,00 05,09 30,,00 27,09 30,перезапуск стойки.,8,солнце,"сол,обл",12,"сол,обл",13,"сол,обл","сол,обл",12,"сол,обл","сол,обл",12,"сол,обл",,,"сол,обл",,0.0
2025-04-07 00:00:00,2025-04-07,0,солнце,00 00,09 45,,,,,00 00,10 00,10,15,18,18,,00 00,10 00,,00 00,09 45,,00 00,09 45,,00 05,09 45,,00 39,09 45,перезапуск стойки.,5,солнце,солнце,13,облачно,17,облачно,облачно,18,"солн,обл","солн,обл",18,солнце,,,солнце,,0.0
2025-04-08 00:00:00,2025-04-08,6,солнце,00 00,09 45,,,,,00 00,10 00,18,19,21,20,,00 00,10 00,,00 01,09 45,,00 25,09 45,перезапуск стойки.,00 08,09 45,перез/программы регистрации,00 32,09 45,перезапуск стойки.,14,солнце,солнце,19,солнце,20,солнце,солнце,20,солнце,солнце,19,солнце,,,солнце,,0.0
2025-04-09 00:00:00,2025-04-09,2,облачно,00 00,09 45,,,,,00 00,10 00,10,15,15,14,,00 00,10 00,,00 01,09 45,,00 00,09 45,,00 05,09 45,с 00:10 нет на Flux Plot,00 23,09 45,с 00:10 нет на Flux Plot,7,облачно,облачно,12,облачно,15,облачно,облачно,16,облачно,облачно,14,облачно,,,облачно,,0.0
2025-04-10 00:00:00,2025-04-10,3,пасмурно,00 00,09 45,,,,,00 00,10 00,0,0,2,2,,00 00,10 00,,00 01,09 45,,00 00,09 45,,00 16,09 45,с 00:10 нет на Flux Plot,00 10,09 45,,3,снег,снег,0,пасмурно,2,пасмурно,пасмурно,2,пасмурно,пасмурно,0,пасмурно,,,снег,,0.0
2025-04-11 00:00:00,2025-04-11,-5,солнце,00 00,09 45,,,,,00 00,10 00,2,6,7,5,,00 00,10 00,,00 01,09 45,,00 00,09 45,,00 05,09 45,,00 23,09 45,с 00:10 нет на Flux Plot,0,солнце,солнце,3,солнце,6,солнце,солнце,5,солнце,солнце,5,солнце,,,солнце,,0.0
2025-04-12 00:00:00,2025-04-12,0,облачно,00 00,09 45,,,,"2,5мин назад",00 00,10 00,3,7,13,13,,00 00,10 00,,00 01,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,3,облачно,облачно,5,пасмурно,12,пасмурно,пасмурно,13,пасмурно,пасмурно,13,пасмурно,,,пасмурно,,0.0
2025-04-13 00:00:00,2025-04-13,2,"сол,туман",00 00,09 45,,,,,00 00,10 00,14,20,21,23,,00 00,10 00,,00 01,09 45,,00 10,09 45,с 00:00 нет на Flux Plot,00 05,09 45,,00 10,09 45,,12,солнце,солнце,16,облачно,20,солнце,солнце,23,солнце,солнце,23,солнце,,,облачно,,0.0
2025-04-14 00:00:00,2025-04-14,6,солнце,00 00,09 45,,,,,00 00,10 00,18,24,26,26,,00 00,10 00,,00 05,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,10,солнце,солнце,22,солнце,24,солнце,солнце,26,солнце,солнце,26,солнце,,,солнце,,0.0
2025-04-15 00:00:00,2025-04-15,8,солнце,00 00,09 45,,,,,00 00,10 00,23,25,22,19,,00 00,10 00,,00 05,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,18,солнце,солнце,24,солнце,24,солнце,"обл,солн",21,пасмурно,"обл,ветер",19,"обл,ветер",,,солнце,,0.0
2025-04-16 00:00:00,2025-04-16,4,солнце,00 00,09 45,,,,,00 00,10 00,10,15,14,12,,00 00,10 00,,00 01,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,8,солнце,"сол,обл",10,солнце,16,солнце,солнце,15,солнце,солнце,12,"сол,ветер",,,"сол,обл",,0.0
2025-04-17 00:00:00,2025-04-17,0,солнце,00 00,09 45,,,,,00 00,10 00,10,14,14,15,,00 00,10 00,,00 01,09 45,,00 14,09 45,"с 00:00 нет на Flux Plot (1,2приемник)",00 05,09 45,,00 10,09 45,,7,солнце,солнце,12,солнце,14,солнце,солнце,14,солнце,солнце,15,солнце,,,солнце,,0.0
2025-04-18 00:00:00,2025-04-18,3,солнце,00 00,09 45,,,,,00 00,10 00,12,18,20,19,,00 00,10 00,,00 02,09 45,,00 00,09 45,,00 05,09 45,,00 18,09 45,с 00:10 нет на Flux Plot (11 приемник),8,солнце,солнце,15,солнце,20,солнце,"сол,обл",20,"сол,обл",пасмурно,19,пасмурно,,,солнце,,0.0
2025-04-19 00:00:00,2025-04-19,3,пасмурно,00 00,09 45,,,,,00 00,10 00,0,-1,1,2,,00 00,10 00,,00 02,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,2,"пасм,снег",снег,-1,снег,0,снег,снег,2,обл с прояснен,обл,2,пасмурно,,,снег,,0.0
2025-04-20 00:00:00,2025-04-20,-2,"сол,обл",00 00,09 45,,,,,00 00,10 00,5,5,7,4,,00 00,10 00,,00 02,09 45,,00 14,09 45,"с 00:00 нет на Flux Plot (1,8приемник)",00 05,09 45,,00 10,09 45,,2,солнце,солнце,5,пасмурно,7,пасмурно,пасмурно,7,"обл,солн","пасмурно,снег;солнце",4,снег,,,пасмурно,,0.0
2025-04-21 00:00:00,2025-04-21,-3,пасмурно,00 00,09 45,,,,,00 00,10 00,0,5,8,11,,00 00,10 00,,00 01,09 45,,00 00,09 45,,00 05,09 45,,00 00,09 45,,-1,пасмурно,пасмурно,2,пасмурно,7,пасмурно,малооблачно,10,облачно,облачно,12,облачно,,,пасмурно,,0.0
2025-04-22 00:00:00,2025-04-22,5,облачно,00 00,09 45,,,,,00 00,10 00,5,5,5,5,,00 00,10 00,,00 01,09 45,,00 00,09 45,,00 05,09 45,,00 20,09 45,с 00:10 нет на Flux Plot,3,облачно,облачно,5,облачно,6,облачно,облачно,5,облачно,облачно,4,облачно,,,облачно,,0.0
2025-04-23 00:00:00,2025-04-23,0,солнце,00 00,10 00,,,,,00 00,10 00,6,8,9,9,,00 00,10 00,,00 02,10 00,,00 10,10 00,с 00:00 нет на Flux Plot,00 05,10 00,,00 10,10 00,,4,солнце,солнце,8,солнце,8,солнце,солнце,9,солнце,солнце,8,солнце,,,солнце,,0.0
2025-04-24 00:00:00,2025-04-24,-1,солнце,00 00,10 00,,,,,00 00,10 00,10,13,17,20,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,7,солнце,солнце,12,солнце,16,солнце,солнце,20,облачно,облачно,20,облачно,,,солнце,,0.0
2025-04-25 00:00:00,2025-04-25,-3,снег,00 00,10 00,,,,,00 00,10 00,5,5,6,6,,00 00,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,6,облачно,облачно,5,облачно,5,облачно,облачно,6,облачно,облачно,6,облачно,,,облачно,,0.0
2025-04-26 00:00:00,2025-04-26,0,солнце,00 00,10 00,,,,04:03 - 04:14 выкл.эл/эн.,00 00,10 00,7,13,14,14,04:03 - 04:14 выкл.эл/эн.,00 00,10 00,04:03 - 04:14 выкл.эл/эн.,00 01,10 00,04:03 - 04:14 выкл.эл/эн.,00 00,10 00,04:03 - 04:14 выкл.эл/эн.,00 05,10 00,04:03 - 04:14 выкл.эл/эн.,00 10,10 00,04:03 - 04:14 выкл.эл/эн.,4,солнце,солнце,10,облачно,13,облачно,облачно,14,солнце,солнце,14,солнце,,,облачно,,0.0
2025-04-27 00:00:00,2025-04-27,4,облачно,00 00,10 00,,,,,00 00,10 00,15,22,23,23,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,10,облачно,облачно,17,облачно,22,облачно,облачно,23,"обл,сол",солнце,23,солнце,,,облачно,,0.0
2025-04-28 00:00:00,2025-04-28,9,пасмурно,00 00,09 20,,,,откл. эл/эн,00 00,09 20,16,22,24,12,откл. эл/эн,00 01,09 20,откл. эл/эн,00 01,09 20,откл. эл/эн,00 00,09 20,откл. эл/эн,00 05,09 20,откл. эл/эн,00 19,09 20,00 15-перез. (7 приём);откл. эл/эн,12,пасмурно,пасмурно,18,памсмурно,24,"сол,обл","сол,обл",23,"солн, обл","сол,обл",12,"сол,обл",,,пасмурно,,0.0
2025-04-29 00:00:00,2025-04-29,5,солнце,00 00,10 00,,,,наведение,00 00,10 00,10,12,13,13,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,8,солнце,солнце,11,солнце,12,солнце,солнце,13,солнце,солнце,13,солнце,,,солнце,,0.0
2025-04-30 00:00:00,2025-04-30,4,солнце,00 00,10 00,,,,,00 00,10 00,13,15,17,18,,00 01,10 00,,00 00,10 00,,00 45,10 00,программа регистр. не подключалась к коррелятору,2025-08-01 00:00:00,10 00,программа регистр. не подключалась к коррелятору,01 29,10 00,программа регистр. не подключалась к коррелятору,10,солнце,солнце,14,пасмурно,17,пасмурно,"сол,обл",18,пасмурно,пасмурно,18,пасмурно,,,солнце,,0.0
2025-05-01 00:00:00,2025-05-01,8,солнце,01 15,10 00,,,,ночьное отк эл-ва,00 00,10 00,10,12,11,11,,00 01,10 00,,00 00,10 00,,2025-08-02 00:00:00,10 00,ночью отк. эл-ва(ошибка рпи запуске),2025-08-02 00:00:00,10 00,ночью отк. эл-ва(ошибка при запуске),01 58,10 00,ночью отк. эл-ва(ошибка при запуске);,10,солнце,пасмурно,11,пасмурно,12,"сол,обл","сол,обл",11,"сол,обл","сол,обл",11,"сол,обл",,,пасмурно,,75.0
2025-05-02 00:00:00,2025-05-02,6,солнце,00 00,10 00,,,,,00 00,10 00,14,15,14,15,,00 01,10 00,,00 01,10 00,,00 30,10 00,с 00:00 нет на Flux Plot (2;3приемник);,00 12,10 00,сбой при запуске,00 12,10 00,сбой при запуске,12,солнце,солнце,14,солнце,14,солнце,солнце,14,солнце,"сол,обл",15,"сол,обл",,,солнце,,0.0
2025-05-03 00:00:00,2025-05-03,3,пасмурно,00 00,10 00,,,,5:58 в перед1.30сек; вверх 30сек,00 00,10 00,11,16,17,17,,00 01,10 00,,00 00,10 00,,00 00,10 00,нет Telemetry до 1:49;,00 05,10 00,нет Telemetry до 1:49;,00 10,10 00,нет Telemetry до 1:49;,10,пасмурно,пасмурно,16,"сол,обл",17,солнце,солнце,17,солнце,солнце,17,солнце,,,пасмурно,,0.0
2025-05-04 00:00:00,2025-05-04,4,пасмурно,00 00,10 00,,,,,00 00,10 00,7,11,14,13,,00 01,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,4,пасмурно,пасмурно,9,пасмурно,12,пасмурно,пасмурно,13,пасмурно,пасмурно,13,пасмурно,,,пасмурно,,0.0
2025-05-05 00:00:00,2025-05-05,4,пасмурно,00 00,10 00,,,,,00 00,10 00,13,18,17,17,,00 01,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,10,пасмурно,пасмурно,17,пасмурно,18,пасмурно,облачно,17,облачно,облачно,17,облачно,,,пасмурно,"Муратов, Сизых",0.0
2025-05-06 00:00:00,2025-05-06,9,солнце,00 00,10 00,,,,,00 00,10 00,16,17,19,19,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,14,солнце,облачно,16,облачно,19,облачно,облачно,19,облачно,облачно,19,облачно,,,облачно,"Муратов, Сизых",0.0
2025-05-07 00:00:00,2025-05-07,8,пасмурно,00 00,10 00,,,,,00 00,10 00,14,16,16,16,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,14,пасмурно,пасмурно,14,пасмурно,16,пасмурно,пасмурно,16,облачно,облачно,16,облачно,,,пасмурно,"Муратов, Сизых",0.0
2025-05-08 00:00:00,2025-05-08,10,солнце,00 00,10 00,,,,проверка по наведению (без изменений),00 00,10 00,16,17,20,21,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,не запустились приемники,00 10,10 00,,14,солнце,солнце,17,солнце,20,солнце,солнце,21,солнце,солнце,21,солнце,,,солнце,"Муратов, Сизых",0.0
2025-05-09 00:00:00,2025-05-09,8,солнце,00 00,10 00,,,,,00 00,10 00,19,20,25,27,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,12,солнце,солнце,20,солнце,25,солнце,солнце,27,солнце,солнце,27,солнце,,,солнце,"Муратов, Сизых",0.0
2025-05-10 00:00:00,2025-05-10,15,солнце,00 00,10 00,,,,,00 00,10 00,22,26,28,28,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 20,10 00,00 05 нет на  Flux Plot,00 10,10 00,,22,солнце,пасмурно,25,облачно,28,облачно,пасмурно,28,пасмурно,пасмурно,28,пасмурно,,,облачно,"Муратов, Сизых",0.0
2025-05-11 00:00:00,2025-05-11,19,облачно,00 00,10 00,,,,07:35 -07:39 отключение эл/энегргии,00 00,10 00,24,28,28,28,07:35 -07:39 отключение эл/энегргии,00 01,10 00,07:35 -07:39 отключение эл/энегргии,00 01,10 00,07:35 -07:39 отключение эл/энегргии,00 00,10 00,07:35 -07:39 отключение эл/энегргии,00 05,10 00,07:35 -07:39 отключение эл/энегргии,00 10,10 00,07:35 -07:39 отключение эл/энегргии,20,облачно,облачно,26,облачно,28,облачно,облачно,28,облачно,солнце,28,солнце,,,облачно,"Муратов, Сизых",0.0
2025-05-12 00:00:00,2025-05-12,9,"пасмурно, дождик",00 00,10 00,,,,,00 00,10 00,10,11,11,11,,00 01,10 00,,00 04,10 00,,00 15,10 00,с 00:00 нет на Flux Plot (1-ый приемник);,00 05,10 00,,00 10,10 00,,9,пасмурно,пасмурно,10,"пасм,дож",11,дождь,"пасм,дождь",11,"пасм,дождь",пасмурно,11,пасмурно,,,пасмурно,"Муратов->Дедюхин, Мельникова",0.0
2025-05-13 00:00:00,2025-05-13,5,пасмурно,,,,,,откл. эл. энергии,,,,,,,откл. эл. энергии,,,откл. эл. энергии,,,откл. эл. энергии,,,откл. эл. энергии,,,откл. эл. энергии,,,откл. эл. энергии,6,пасмурно,,,,,,,,,,,,,,,"Дедюхин, Мельникова",
2025-05-14 00:00:00,2025-05-14,4,"пасм,снег",00 00,10 00,,,,догон,00 00,10 00,6,9,9,8,,00 01,10 00,,00 24,10 00,1приём-сброс питания,00 00,10 00,,00 05,10 00,,00 15,10 00,"перезапуск, приёмник",4,пасмурно,пасмурно,9,пасмурно,9,пасмурно,пасмурно,8,пасмурно,пасмурно,7,пасмурно,,,пасмурно,"Дедюхин, Мельникова",0.0
2025-05-15 00:00:00,2025-05-15,4,пасмурно,00 00,10 00,,,,,00 00,10 00,9,11,14,12,,00 01,10 00,,00 02,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,9,пасмурно,пасмурно,11,"сол,обл",12,"сол,обл","сол,обл",14,"сол,обл",пасмурно,12,пасмурно,,,"сол,обл","Дедюхин, Мельникова",0.0
2025-05-16 00:00:00,2025-05-16,5,пасмурно,00 03,10 00,,,,,00 25,10 00,11,10,10,13,,00 01,10 00,,00 02,10 00,,00 00,10 00,,00 17,10 00,00 05 нет на  Flux Plot (4-приёмник);,00 10,10 00,,8,"сол,обл",пасмурно,12,пасмурно,9,"сол,обл","сол,обл",11,"сол,обл","сол,обл",12,"сол,обл",,,пасмурно,"Дедюхин, Мельникова",3.0
2025-05-17 00:00:00,2025-05-17,2,солнце,00 00,10 00,,,,,00 00,10 00,14,15,15,16,,00 01,10 00,,00 02,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,11,солнце,солнце,15,солнце,15,солнце,солнце,15,солнце,солнце,16,солнце,,,солнце,"Дедюхин, Мельникова",0.0
2025-05-18 00:00:00,2025-05-18,5,пасмурно,00 00,10 00,,,,,00 00,10 00,14,15,18,18,,00 01,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,12,пасмурно,пасмурно,14,пасмурно,16,пасмурно,пасмурно,18,пасмурно,пасмурно,18,пасмурно,,,пасмурно,"Дедюхин, Мельникова",0.0
2025-05-19 00:00:00,2025-05-19,3,дождь,00 00,10 00,,,,проверка по наведению (3 мин назад),00 00,10 00,6,10,12,12,,00 01,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,6,дождь,дождь,8,пасмурно,10,пасмурно,пасмурно,12,пасмурно,пасмурно,12,пасмурно,,,дождь,"Дедюхин, Масловы, Сизых",0.0
2025-05-20 00:00:00,2025-05-20,6,дождь,00 00,10 00,,,,,00 00,10 00,7,13,17,21,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,7,дождь,пасмурно,10,пасмурно,15,пасмурно,пасмурно,17,облачно,облачно,21,ясно,,,пасмурно,"Дедюхин, Иванов, Масловы, Сизых",0.0
2025-05-21 00:00:00,2025-05-21,12,солнце,00 00,10 00,,,,,00 00,10 00,18,20,20,22,,00 01,10 00,,00 01,10 00,,00 10,10 00,с 00:00 нет на Flux Plot,00 05,10 00,,00 10,10 00,,17,солнце,солнце,20,ясно,20,солнце,солнце,22,солнце,солнце,22,солнце,,,солнце,"Дедюхин, Иванов, Масловы, Сизых",0.0
2025-05-22 00:00:00,2025-05-22,14,солнце,00 00,10 00,,,,,00 00,10 00,22,25,27,27,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 17,10 00,00 05-не запустились приемники,00 10,10 00,,20,солнце,солнце,24,солнце,25,солнце,солнце,27,солнце,солнце,27,солнце,,,солнце,"Дедюхин, Иванов, Масловы, Сизых",0.0
2025-05-23 00:00:00,2025-05-23,15,солнце,00 00,10 00,,,,,00 00,10 00,23,25,28,28,,00 01,10 00,,00 01,10 00,,00 11,10 00,"с 00:00 нет на Flux Plot 
(1,8 приемники)",00 05,10 00,,00 10,10 00,,23,солнце,солнце,25,солнце,25,солнце,солнце,28,солнце,солнце,28,солнце,,,солнце,"Дедюхин, Иванов, Масловы, Сизых",0.0
2025-05-24 00:00:00,2025-05-24,17,солнце,00 00,10 00,,,,,00 00,10 00,24,26,30,28,,00 01,10 00,,00 01,10 00,,00 10,10 00,"с 00:00 нет на Flux Plot 
(6 приемник)",00 05,10 00,,00 10,10 00,,22,солнце,солнце,26,солнце,30,солнце,солнце,30,солнце,солнце,28,солнце,,,солнце,"Дедюхин, Иванов, Масловы, Сизых",0.0
2025-05-25 00:00:00,2025-05-25,16,солнце,00 00,10 00,,,,,00 00,10 00,24,28,30,30,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 21,10 00,00 10 нет на Flux Plot (1 приемник),22,солнце,солнце,26,солнце,28,солнце,солнце,30,солнце,солнце,30,солнце,,,солнце,"Дедюхин, Иванов, Масловы, Сизых",0.0
2025-05-26 00:00:00,2025-05-26,17,"пасмурно, тучи",00 00,10 00,,,,,00 00,10 00,20,25,28,29,,00 01,10 00,,00 01,10 00,,00 03,10 00,Перезапуск (1 приемник),00 05,10 00,,00 10,10 00,,19,облачно,облачно,23,"сол,обл",26,"сол,обл","сол,обл",28,"сол,обл","сол,обл",29,"сол,обл",,,"сол,обл","Дедюхин->Муратов, Масловы",0.0
2025-05-27 00:00:00,2025-05-27,18,облачно,00 00,10 00,,,,,00 00,10 00,24,25,27,23,,00 01,10 00,,00 02,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,21,облачно,облачно,24,облачно,26,облачно,облачно,24,тучи,дождь,22,"тучи, дождь",,,облачно,"Муратов, Масловы",0.0
2025-05-28 00:00:00,2025-05-28,6,дождь,00 00,10 00,,,,,00 00,10 00,6,12,12,13,,00 01,10 00,,00 02,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,6,снег,пасмурно,11,облачно,12,облачно,облачно,13,облачно,облачно,14,облачно,13,,пасмурно,"Муратов, Масловы",0.0
2025-05-29 00:00:00,2025-05-29,14,пасмурно,00 00,10 00,,,,,00 00,10 00,14,21,21,18,,00 01,10 00,,2025-08-02 00:00:00,10 00,,00 15,10 00,Набл. в режиме МСЭ-2. Переустановка Linux на ПК observer,00 05,10 00,Набл. в режиме МСЭ-2. Переустановка Linux на ПК observer,01 15,10 00,Набл. в режиме МСЭ-2. Переустановка Linux на ПК observer,13,пасмурно,пасмурно,18,пасмурно,20,пасмурно,пасмурно,18,пасмурно,пасмурно,14,дождь,14,,пасмурно,"Муратов, Масловы",0.0
2025-05-30 00:00:00,2025-05-30,10,облачно,00 00,10 00,,,,,00 00,10 00,14,15,16,17,,00 01,10 00,,00 03,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,12,облачно,облачно,14,облачно,13,облачно,"сол,обл",15,"сол,обл","сол,обл",16,"сол,обл",16,,облачно,"Муратов, Масловы",0.0
2025-05-31 00:00:00,2025-05-31,14,"сол,обл",00 00,10 00,,,,,00 00,10 00,15,19,21,22,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,14,"сол,обл","сол,обл",16,ясно,20,ясно,облачно,22,облачно,облачно,22,облачно,21,,ясно,"Муратов, Масловы",0.0
2025-06-01 00:00:00,2025-06-01,9,дождь,00 00,10 00,,,,,00 00,10 00,11,15,16,15,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,10,дождь,дождь,14,пасмурно,16,пасмурно,пасмурно,16,облачно,"сол, обл",18,облачно,17,,пасмурно,"Муратов, Масловы",0.0
2025-06-02 00:00:00,2025-06-02,9,облачно,00 00,10 00,,,,,00 00,10 00,13,13,18,20,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,11,облачно,облачно,13,облачно,16,облачно,облачно,20,облачно,облачно,20,облачно,,,облачно,"Муратов, Масловы, Сизых",0.0
2025-06-03 00:00:00,2025-06-03,11,облачно,00 00,10 00,,,,,00 00,10 00,22,28,28,28,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,19,солнце,солнце,24,солнце,28,облачно,облачно,28,облачно,облачно,28,облачно,,,солнце,"Муратов, Сизых",0.0
2025-06-04 00:00:00,2025-06-04,15,облачно,00 00,10 00,,,,,00 00,10 00,15,21,21,21,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,15,облачно,облачно,17,облачно,21,солнце,солнце,21,солнце,солнце,21,солнце,,,облачно,"Муратов, Сизых",0.0
2025-06-05 00:00:00,2025-06-05,15,солнце,00 00,10 00,,,,,00 00,10 00,19,21,23,23,,00 01,10 00,,00 01,10 00,,00 10,10 00,с 00:00 нет на Flux Plot,00 05,10 00,,00 10,10 00,,19,солнце,солнце,20,солнце,23,солнце,солнце,23,солнце,солнце,21,солнце,,,солнце,"Муратов, Сизых",0.0
2025-06-06 00:00:00,2025-06-06,17,солнце,00 00,10 00,,,,,00 00,10 00,22,24,24,24,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 12,10 00,с 00:05нет на Flux Plot,00 10,10 00,,20,солнце,солнце,24,солнце,24,солнце,солнце,24,солнце,солнце,24,солнце,,,солнце,"Муратов, Сизых",0.0
2025-06-07 00:00:00,2025-06-07,17,солнце,00 00,10 00,,,,,00 00,10 00,24,27,27,27,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,22,солнце,солнце,25,солнце,27,солнце,солнце,27,облачно,облачно,27,облачно,,,солнце,"Муратов, Сизых",0.0
2025-06-08 00:00:00,2025-06-08,15,облачно,00 00,10 00,,,,,00 00,10 00,15,25,28,28,,00 01,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,,00 25,10 00,00 10 перезапуск коррелятора,15,облачно,облачно,21,солнце,28,облачно,солнце,28,солнце,солнце,28,солнце,,,облачно,"Муратов, Сизых",0.0
2025-06-09 00:00:00,2025-06-09,14,облачно,00 00,10 00,,,,,00 00,10 00,19,21,21,23,,00 01,10 00,,00 03,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,18,пасмурно,пасмурно,19,пасмурно,21,пасмурно,пасмурно,22,памурно,"сол,обл",23,пасмурно,,,пасмурно,"Муратов->Дедюхин, Масловы, Мельникова",0.0
2025-06-10 00:00:00,2025-06-10,15,пасмурно,00 00,10 00,,,,,00 00,10 00,15,16,18,20,,00 01,10 00,,00 01,10 00,,00 15,10 00,по спирали,00 05,10 00,"по спирали; 2:45 сбой по времени,перезапуск 3:20;",00 24,10 00,по спирали,15,пасмурно,пасмурно,16,пасмурно,18,пасмурно,пасмурно,20,"сол,обл","солн,обл",20,"сол,обл",24,,пасмурно,"Дедюхин, Масловы, Мельникова",0.0
